arbre_code,arbre_libelle_fr,noeud_code,parent_code,profondeur,libelle_fr,libelle_ar,provenance,statut,source
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-GRANDEURS,1BAC-SE-PC-CHI,1,Grandeurs physiques liées à la quantité de matière,المقادير الفيزيائية المرتبطة بكمية المادة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-ELECTROLYTES,1BAC-SE-PC-CHI,1,La concentration et les solutions électrolytiques,التركيز والمحاليل الإلكتروليتية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-SUIVI,1BAC-SE-PC-CHI,1,Suivi d'une transformation chimique,تتبع تحول كيميائي,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-CONDUCTIMETRIE,1BAC-SE-PC-CHI,1,Mesure des quantités de matière en solution par conductimétrie,قياس كميات المادة في محلول بواسطة قياس المواصلة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-ACIDOBASE,1BAC-SE-PC-CHI,1,Les réactions acido-basiques,التفاعلات حمض-قاعدة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-REDOX,1BAC-SE-PC-CHI,1,Les réactions d'oxydo-réduction,تفاعلات الأكسدة-اختزال,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-DOSAGES,1BAC-SE-PC-CHI,1,Les dosages directs,المعايرات المباشرة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-ORGANIQUE,1BAC-SE-PC-CHI,1,Expansion de la chimie organique,توسع الكيمياء العضوية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-SQUELETTE,1BAC-SE-PC-CHI,1,Les molécules organiques et les squelettes carbonés,الجزيئات العضوية والهياكل الكربونية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-MODIF-SQUELETTE,1BAC-SE-PC-CHI,1,Modification du squelette carboné,تغيير الهيكل الكربوني,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-GROUPES,1BAC-SE-PC-CHI,1,Les groupes caractéristiques en chimie organique,المجموعات المميزة في الكيمياء العضوية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-PC,Physique-Chimie — 1re Bac Sciences Expérimentales,1BAC-SE-PC-ALCOOLS,1BAC-SE-PC-CHI,1,La réactivité des alcools,تفاعلية الكحولات,propose,a_confirmer,alloschool.com/course/physique-et-chimie-1er-bac-sciences-experimentales-biof
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-GEO,,0,Les phénomènes géologiques externes,الظواهر الجيولوجية الخارجية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-PALEO,1BAC-SE-SVT-GEO,1,Réalisation de la carte paléogéographique d'une région,إنجاز الخريطة الجغرافية القديمة لمنطقة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-STRATI,1BAC-SE-SVT-GEO,1,Les principes stratigraphiques et l'échelle stratigraphique,المبادئ الستراتيغرافية والسلم الستراتيغرافي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-CARTE,1BAC-SE-SVT-GEO,1,La carte géologique et la reconstitution de l'histoire géologique,الخريطة الجيولوجية وإعادة تركيب التاريخ الجيولوجي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-SEDIM,1BAC-SE-SVT-GEO,1,La sédimentation et les milieux sédimentaires,الترسب والأوساط الترسبية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-SEDIM-ETUDE,1BAC-SE-SVT-GEO,1,Intérêt et méthodes d'étude des sédiments,أهمية ومناهج دراسة الرواسب,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-ORGA,,0,Production de la matière organique et flux d'énergie,إنتاج المادة العضوية وتدفق الطاقة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-SOL,1BAC-SE-SVT-ORGA,1,Les échanges entre les plantes et le sol,المبادلات بين النبات والتربة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-ABSORPTION,1BAC-SE-SVT-ORGA,1,Mécanismes d'absorption de l'eau et des sels minéraux,آليات امتصاص الماء والأملاح المعدنية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-GAZ,1BAC-SE-SVT-ORGA,1,Les échanges gazeux chlorophylliens et la production de matière organique,المبادلات الغازية اليخضورية وإنتاج المادة العضوية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-PHOTO,1BAC-SE-SVT-ORGA,1,La captation de l'énergie lumineuse et les réactions de la photosynthèse,التقاط الطاقة الضوئية وتفاعلات التركيب الضوئي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-COMM,,0,Les communications hormonale et nerveuse,التواصل الهرموني والعصبي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-HORMONALE,1BAC-SE-SVT-COMM,1,La communication hormonale — régulation de la glycémie,التواصل الهرموني وتنظيم نسبة السكر في الدم,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-NERVEUSE,1BAC-SE-SVT-COMM,1,La communication nerveuse,التواصل العصبي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-NEURO,,0,L'intégration neuro-hormonale,التكامل العصبي الهرموني,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-REPRO,1BAC-SE-SVT-NEURO,1,Régulation de la fonction de reproduction humaine,تنظيم وظيفة التكاثر عند الإنسان,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
1BAC-SE-SVT,SVT — 1re Bac Sciences Expérimentales,1BAC-SE-SVT-PRESSION,1BAC-SE-SVT-NEURO,1,Régulation de la pression artérielle et équilibre hydrominéral,تنظيم الضغط الشرياني والتوازن الماء-معدني,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-1er-bac-sciences-experimentales
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-LIMITES,,1,Limites et continuité,النهايات والاتصال,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-DERIVATION,,1,Dérivation et étude des fonctions,الاشتقاق ودراسة الدوال,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-SUITES,,1,Suites numériques,المتتاليات العددية,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-PRIMITIVES,,1,Fonctions primitives,الدوال الأصلية,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-LOG,,1,Fonctions logarithmiques,الدوال اللوغاريتمية,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-COMPLEXES1,,1,Nombres complexes — partie 1,الأعداد العقدية 1,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-EXP,,1,Fonctions exponentielles,الدوال الأسية,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-COMPLEXES2,,1,Nombres complexes — partie 2,الأعداد العقدية 2,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-INTEGRAL,,1,Calcul intégral,حساب التكامل,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-EQUADIFF,,1,Équations différentielles,المعادلات التفاضلية,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-ESPACE,,1,Géométrie dans l'espace — produit scalaire et produit vectoriel,الهندسة في الفضاء,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-MATH,Mathématiques — 2e Bac Sciences Physiques,2BAC-PC-MATH-PROBA,,1,Dénombrement et probabilités,التعداد والاحتمالات,propose,a_confirmer,alloschool.com/course/mathematiques-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ONDES,,0,Ondes,الموجات,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-MECA-PROG,2BAC-PC-PC-ONDES,1,Ondes mécaniques progressives,الموجات الميكانيكية المتوالية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-MECA-PER,2BAC-PC-PC-ONDES,1,Ondes mécaniques progressives périodiques,الموجات الميكانيكية المتوالية الدورية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-LUMIERE,2BAC-PC-PC-ONDES,1,Propagation des ondes lumineuses,انتشار الموجات الضوئية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-NUCLEAIRE,,0,Transformations nucléaires,التحولات النووية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-RADIO,2BAC-PC-PC-NUCLEAIRE,1,Décroissance radioactive,التناقص الإشعاعي,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-NOYAUX,2BAC-PC-PC-NUCLEAIRE,1,Noyaux masse et énergie,النوى الكتلة والطاقة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ELEC,,0,Électricité,الكهرباء,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-RC,2BAC-PC-PC-ELEC,1,Dipôle RC,ثنائي القطب RC,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-RL,2BAC-PC-PC-ELEC,1,Dipôle RL,ثنائي القطب RL,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-RLC-LIBRE,2BAC-PC-PC-ELEC,1,Oscillations libres d'un circuit RLC série,التذبذبات الحرة لدارة RLC متوالية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-RLC-FORCE,2BAC-PC-PC-ELEC,1,Circuit RLC série en régime sinusoïdal forcé,دارة RLC متوالية في نظام جيبي قسري,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-EM,2BAC-PC-PC-ELEC,1,Ondes électromagnétiques,الموجات الكهرمغنطيسية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-MODULATION,2BAC-PC-PC-ELEC,1,Modulation d'amplitude,تضمين الوسع,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-MECA,,0,Mécanique,الميكانيك,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-NEWTON,2BAC-PC-PC-MECA,1,Lois de Newton,قوانين نيوتن,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-CHUTE-LIBRE,2BAC-PC-PC-MECA,1,Chute libre d'un corps solide,السقوط الحر لجسم صلب,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-CHUTE-FROT,2BAC-PC-PC-MECA,1,Chute verticale avec frottement,السقوط الرأسي مع الاحتكاك,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-PROJECTILE,2BAC-PC-PC-MECA,1,Mouvements plans — projectile dans le champ de pesanteur,الحركات المستوية: قذيفة في مجال الثقالة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-CHARGE-MAG,2BAC-PC-PC-MECA,1,Mouvements plans — particule chargée dans un champ magnétique,الحركات المستوية: جسيم مشحون في مجال مغنطيسي,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-CHARGE-ELEC,2BAC-PC-PC-MECA,1,Mouvements plans — particule chargée dans un champ électrique,الحركات المستوية: جسيم مشحون في مجال كهربائي,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-SATELLITES,2BAC-PC-PC-MECA,1,Mouvement des satellites et des planètes,حركة الأقمار والكواكب,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ROTATION,2BAC-PC-PC-MECA,1,Mouvement de rotation d'un solide autour d'un axe fixe,حركة دوران جسم صلب حول محور ثابت,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-PENDULE-EL,2BAC-PC-PC-MECA,1,Oscillateurs mécaniques — pendule élastique,المتذبذبات الميكانيكية: النواس المرن,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-PENDULE-PES,2BAC-PC-PC-MECA,1,Oscillateurs mécaniques — pendule pesant simple et de torsion,المتذبذبات الميكانيكية: النواس الثقالي والبسيط واللولبي,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ENERGETIQUE,2BAC-PC-PC-MECA,1,Aspects énergétiques,الجوانب الطاقية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ATOME,2BAC-PC-PC-MECA,1,Atome et mécanique de Newton,الذرة وميكانيك نيوتن,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-CHI,,0,Chimie,الكيمياء,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-LENTES,2BAC-PC-PC-CHI,1,Transformations lentes et transformations rapides,التحولات البطيئة والتحولات السريعة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-VITESSE,2BAC-PC-PC-CHI,1,Suivi temporel d'une transformation — vitesse de réaction,التتبع الزمني لتحول وسرعة التفاعل,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-DEUX-SENS,2BAC-PC-PC-CHI,1,Transformations chimiques s'effectuant dans les deux sens,التحولات الكيميائية المنجزة في المنحيين,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-EQUILIBRE,2BAC-PC-PC-CHI,1,État d'équilibre d'un système chimique,حالة توازن مجموعة كيميائية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ACIDOBASE,2BAC-PC-PC-CHI,1,Transformations liées à des réactions acide-base,التحولات المرتبطة بتفاعلات حمض-قاعدة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-DOSAGE,2BAC-PC-PC-CHI,1,Dosage acido-basique,المعايرة حمض-قاعدة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-SPONTANEE,2BAC-PC-PC-CHI,1,Évolution spontanée d'un système chimique,التطور التلقائي لمجموعة كيميائية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-PILES,2BAC-PC-PC-CHI,1,Transformations spontanées dans les piles et production d'énergie,التحولات التلقائية في الأعمدة وإنتاج الطاقة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ELECTROLYSE,2BAC-PC-PC-CHI,1,Transformations forcées — électrolyse,التحولات القسرية: التحليل الكهربائي,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-ESTER,2BAC-PC-PC-CHI,1,Réactions d'estérification et d'hydrolyse,تفاعلات الأسترة والحلمأة,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-PC-PC,Physique-Chimie — 2e Bac Sciences Physiques,2BAC-PC-PC-CONTROLE,2BAC-PC-PC-CHI,1,Contrôle de l'évolution d'un système chimique,التحكم في تطور مجموعة كيميائية,propose,a_confirmer,alloschool.com/course/physique-et-chimie-2eme-bac-sciences-physiques-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-CONSO,,0,Consommation de la matière organique et flux d'énergie,استهلاك المادة العضوية وتدفق الطاقة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-LIBERATION,2BAC-SVT-CONSO,1,Libération de l'énergie emmagasinée dans la matière organique,تحرير الطاقة المخزنة في المادة العضوية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-MUSCLE,2BAC-SVT-CONSO,1,Rôle du muscle strié squelettique dans la conversion de l'énergie,دور العضلة المخططة الهيكلية في تحويل الطاقة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-EXPRESSION,,0,Nature et mécanisme de l'expression du matériel génétique — génie génétique,طبيعة وآلية تعبير المادة الوراثية والهندسة الوراثية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-INFO,2BAC-SVT-EXPRESSION,1,Notion de l'information génétique,مفهوم الخبر الوراثي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-EXPR,2BAC-SVT-EXPRESSION,1,Expression de l'information génétique,تعبير الخبر الوراثي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-GENIE,2BAC-SVT-EXPRESSION,1,Génie génétique,الهندسة الوراثية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-TRANSFERT,,0,Transfert de l'information génétique au cours de la reproduction sexuée,انتقال الخبر الوراثي خلال التكاثر الجنسي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-TRANSMISSION,2BAC-SVT-TRANSFERT,1,Transmission de l'information génétique par la reproduction sexuée,انتقال الخبر الوراثي عبر التكاثر الجنسي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-LOIS,2BAC-SVT-TRANSFERT,1,Lois statistiques de la transmission des caractères héréditaires,القوانين الإحصائية لانتقال الصفات الوراثية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-HUMAINE,2BAC-SVT-TRANSFERT,1,La génétique humaine,الوراثة البشرية,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
